sequence_index,true_label,reconstruction_error,predicted_anomaly
4581,1,0.0061704223,0
4582,1,0.006123404,0
4583,1,0.0060286564,0
4584,1,0.0061814943,0
4585,1,0.0061735725,0
4586,1,0.006242864,0
4587,1,0.006256519,0
4588,1,0.0063195485,0
4589,1,0.0062097693,0
4590,1,0.0062513333,0
4591,1,0.0061396295,0
4592,1,0.006110363,0
4593,1,0.0061477884,0
4594,1,0.0062807794,0
4595,1,0.006247691,0
4596,1,0.0061854366,0
4597,1,0.006123627,0
4598,1,0.00612674,0
4599,1,0.006110535,0
4600,1,0.006083765,0
4601,1,0.0060319807,0
4602,1,0.006077493,0
4603,1,0.0059999754,0
4604,1,0.006054325,0
4605,1,0.006154916,0
4606,1,0.0062046917,0
4607,1,0.0040765284,0
4608,1,0.0041630794,0
4609,1,0.004245716,0
4610,1,0.004281896,0
4611,1,0.0042800866,0
4612,1,0.0044218902,0
4613,1,0.004536365,0
4614,1,0.0045260387,0
4615,1,0.004596851,0
4616,1,0.004623201,0
4617,1,0.004766525,0
4618,1,0.004741619,0
4619,1,0.004690113,0
4620,1,0.0048612608,0
4621,1,0.004975799,0
4622,1,0.0051019765,0
4623,1,0.0052077677,0
4624,1,0.00516801,0
4625,1,0.005175775,0
4626,1,0.0050236364,0
4627,1,0.005186875,0
4628,1,0.005331506,0
4629,1,0.005206195,0
4630,1,0.0051915306,0
4631,1,0.005377529,0
4632,1,0.0053558564,0
4633,1,0.0052949646,0
4634,1,0.005467436,0
4635,1,0.0053225784,0
4636,1,0.005352851,0
4637,1,0.0053032083,0
4638,1,0.005370038,0
4639,1,0.005304658,0
4640,1,0.0051810653,0
4641,1,0.005189496,0
4642,1,0.005102445,0
4643,1,0.0050294283,0
4644,1,0.0050128377,0
4645,1,0.0051607876,0
4646,1,0.0051005874,0
4647,1,0.00497295,0
4648,1,0.005066374,0
4649,1,0.005109541,0
4650,1,0.005038677,0
4651,1,0.00514953,0
4652,1,0.0051117265,0
4653,1,0.0051176585,0
4654,1,0.0049289176,0
4655,1,0.004951325,0
4656,1,0.0051886435,0
4657,1,0.0052451147,0
4658,1,0.0053389645,0
4659,1,0.0055240868,0
4660,1,0.0055922517,0
4661,1,0.0056638164,0
4662,1,0.0059989053,0
4663,1,0.0065848944,0
4664,1,0.0068343724,0
4665,1,0.0070560826,0
4666,1,0.0074002934,0
4667,1,0.0075427303,0
4668,1,0.007704036,0
4669,1,0.008184363,0
4670,1,0.008794393,0
4671,1,0.009606916,0
4672,1,0.010267741,0
4673,1,0.010777521,0
4674,1,0.01132253,0
4675,1,0.012160542,0
4676,1,0.013015245,1
4677,1,0.013820648,1
4678,1,0.014551319,1
4679,1,0.015751708,1
4680,1,0.016803611,1
4681,1,0.018061468,1
4682,0,0.008258993,0
4683,0,0.008311742,0
4684,0,0.008291379,0
4685,0,0.006399971,0
4686,0,0.006507865,0
4687,0,0.0064041307,0
4688,0,0.0065055145,0
4689,0,0.006479127,0
4690,0,0.006430407,0
4691,0,0.0065784315,0
4692,0,0.0066755125,0
4693,0,0.006810501,0
4694,0,0.0067963423,0
4695,0,0.006753413,0
4696,0,0.0067735366,0
4697,0,0.0068125306,0
4698,0,0.0067802505,0
4699,0,0.0068818266,0
4700,0,0.0067711915,0
4701,0,0.006680044,0
4702,0,0.0066987462,0
4703,0,0.0066939006,0
4704,0,0.006730403,0
4705,0,0.006516927,0
4706,0,0.006626799,0
4707,0,0.0065749497,0
4708,0,0.004592229,0
4709,0,0.004567794,0
4710,0,0.0064888215,0
4711,0,0.0064263334,0
4712,0,0.006372007,0
4713,0,0.006381468,0
4714,0,0.0063210423,0
4715,0,0.0063451375,0
4716,0,0.0060898745,0
4717,1,0.0061274446,0
4718,1,0.0059739505,0
4719,1,0.005929816,0
4720,1,0.005935562,0
4721,1,0.005883374,0
4722,1,0.00784249,0
4723,1,0.0076105827,0
4724,1,0.0077038514,0
4725,1,0.0077659874,0
4726,1,0.0077936226,0
4727,1,0.007677819,0
4728,1,0.0077865804,0
4729,1,0.009493537,0
4730,1,0.009393411,0
4731,1,0.009432136,0
4732,1,0.0092873,0
4733,1,0.009252684,0
4734,1,0.009402191,0
4735,1,0.009520309,0
4736,1,0.009405905,0
4737,1,0.0095692,0
4738,1,0.009643333,0
4739,1,0.009677875,0
4740,1,0.007873046,0
4741,1,0.0078617195,0
4742,1,0.007866711,0
4743,1,0.00785259,0
4744,1,0.009899468,0
4745,1,0.011570473,0
4746,1,0.013114542,1
4747,1,0.01311387,1
4748,1,0.013208187,1
4749,1,0.013290549,1
4750,1,0.013228345,1
4751,1,0.013310933,1
4752,1,0.011752482,0
4753,1,0.011760624,0
4754,1,0.011655812,0
4755,1,0.011899447,0
4756,1,0.011992461,0
4757,1,0.011995391,0
4758,1,0.011996866,0
4759,1,0.010319131,0
4760,1,0.011999421,0
4761,1,0.012049914,0
4762,1,0.012040367,0
4763,1,0.012042419,0
4764,1,0.011938454,0
4765,1,0.011914506,0
4766,1,0.011918492,0
4767,1,0.011930108,0
4768,1,0.011785892,0
4769,1,0.011796226,0
4770,1,0.011769306,0
4771,1,0.011857986,0
4772,1,0.0117894765,0
4773,1,0.012019345,0
4774,1,0.010209695,0
4775,1,0.008279337,0
4776,1,0.0062567717,0
4777,1,0.0062781335,0
4778,1,0.0062061856,0
4779,1,0.0060949,0
4780,1,0.006115539,0
4781,1,0.0060437587,0
4782,1,0.0061194706,0
4783,1,0.006195289,0
4784,1,0.0061650574,0
4785,1,0.0060874955,0
4786,1,0.0062556285,0
4787,1,0.0064097084,0
4788,1,0.006572873,0
4789,1,0.006775587,0
4790,1,0.005028875,0
4791,1,0.005178815,0
4792,1,0.0051700394,0
4793,1,0.005148948,0
4794,1,0.0055953953,0
4795,1,0.0055839075,0
4796,1,0.0055285147,0
4797,1,0.005732209,0
4798,1,0.005735021,0
4799,1,0.005740231,0
4800,1,0.0061901263,0
4801,1,0.0062498422,0
4802,1,0.0063732895,0
4803,1,0.006521623,0
4804,1,0.0064939763,0
4805,1,0.0065768026,0
4806,1,0.0065797735,0
4807,1,0.006767035,0
4808,1,0.006756083,0
4809,1,0.0069847736,0
4810,1,0.007221631,0
4811,1,0.007902756,0
4812,1,0.008322322,0
4813,1,0.008731609,0
4814,1,0.009599065,0
4815,1,0.010224894,0
4816,1,0.010979772,0
4817,1,0.011754424,0
4818,0,0.0038984336,0
4819,0,0.0038399636,0
4820,0,0.003918139,0
4821,0,0.003966824,0
4822,0,0.003960263,0
4823,0,0.004011211,0
4824,0,0.0040831785,0
4825,0,0.00396858,0
4826,0,0.0039792247,0
4827,0,0.004093564,0
4828,0,0.004178531,0
4829,0,0.004204742,0
4830,0,0.004254657,0
4831,0,0.004420686,0
4832,0,0.004421274,0
4833,0,0.004603607,0
4834,0,0.0045666597,0
4835,0,0.004516355,0
4836,0,0.0044361358,0
4837,0,0.004484036,0
4838,0,0.0043482915,0
4839,0,0.00434808,0
4840,0,0.0042973324,0
4841,0,0.00420784,0
4842,0,0.0042435224,0
4843,0,0.0041410713,0
4844,0,0.004184719,0
4845,0,0.004177266,0
4846,0,0.0041576247,0
4847,0,0.00404027,0
4848,0,0.004012211,0
4849,0,0.003979968,0
4850,0,0.004040502,0
4851,1,0.0040081837,0
4852,1,0.0038601055,0
4853,1,0.0037728497,0
4854,1,0.0037531557,0
4855,1,0.0037523238,0
4856,1,0.00379416,0
4857,1,0.0036659627,0
4858,1,0.0037423335,0
4859,1,0.0037478586,0
4860,1,0.0037785438,0
4861,1,0.0035198668,0
4862,1,0.0035584858,0
4863,1,0.0034630906,0
4864,1,0.0035566597,0
4865,1,0.00368692,0
4866,1,0.0037111002,0
4867,1,0.0037246582,0
4868,1,0.0037607537,0
4869,1,0.003768618,0
4870,1,0.0038401478,0
4871,1,0.0039684502,0
4872,1,0.0040422045,0
4873,1,0.004100723,0
4874,1,0.004096776,0
4875,1,0.004068104,0
4876,1,0.004113642,0
4877,1,0.004183307,0
4878,1,0.0040759374,0
4879,1,0.0040824227,0
4880,1,0.004176448,0
4881,1,0.0043214094,0
4882,1,0.0043398123,0
4883,1,0.004449919,0
4884,1,0.0043521714,0
4885,1,0.0043945494,0
4886,1,0.00448321,0
4887,1,0.00444344,0
4888,1,0.0042729382,0
4889,1,0.004367185,0
4890,1,0.0044543394,0
4891,1,0.004496498,0
4892,1,0.004390899,0
4893,1,0.004429327,0
4894,1,0.0044218395,0
4895,1,0.0043006525,0
4896,1,0.0043934505,0
4897,1,0.0043501346,0
4898,1,0.0044227703,0
4899,1,0.0045119296,0
4900,1,0.0044720112,0
4901,1,0.0044414196,0
4902,1,0.0044707065,0
4903,1,0.0045743906,0
4904,1,0.0046174712,0
4905,1,0.004705741,0
4906,1,0.0046754763,0
4907,1,0.0045960983,0
4908,1,0.004773261,0
4909,1,0.0047876993,0
4910,1,0.0046667852,0
4911,1,0.00468842,0
4912,1,0.0046821954,0
4913,1,0.0045786225,0
4914,1,0.0046080123,0
4915,1,0.00463591,0
4916,1,0.0046284846,0
4917,1,0.004670478,0
4918,1,0.0047417954,0
4919,1,0.0047850152,0
4920,1,0.004814113,0
4921,1,0.0047284784,0
4922,1,0.004680967,0
4923,1,0.004730599,0
4924,1,0.004681021,0
4925,1,0.0045488053,0
4926,1,0.004692588,0
4927,1,0.0047765477,0
4928,1,0.0046221116,0
4929,1,0.0047791614,0
4930,1,0.0049328646,0
4931,1,0.004941094,0
4932,1,0.0051203873,0
4933,1,0.005379935,0
4934,1,0.0053752037,0
4935,1,0.005493679,0
4936,1,0.0055986242,0
4937,1,0.0060287104,0
4938,1,0.0068365703,0
4939,1,0.0070864265,0
4940,1,0.0073945518,0
4941,1,0.0076079117,0
4942,1,0.008173401,0
4943,1,0.008685974,0
4944,1,0.0091409385,0
4945,1,0.009496158,0
4946,1,0.010355433,0
4947,1,0.011308332,0
4948,1,0.0121719465,0
4949,1,0.012926935,1
4950,1,0.013651467,1
4951,1,0.01467289,1
4952,0,0.01350625,1
4953,0,0.0135247,1
4954,0,0.01332801,1
4955,0,0.0132991625,1
4956,0,0.013369461,1
4957,0,0.013290955,1
4958,0,0.013250235,1
4959,0,0.013254401,1
4960,0,0.013284224,1
4961,0,0.014855639,1
4962,0,0.013549838,1
4963,0,0.01343632,1
4964,0,0.01200179,0
4965,0,0.011952134,0
4966,0,0.010197066,0
4967,0,0.010198799,0
4968,0,0.01013488,0
4969,0,0.010133966,0
4970,0,0.010079948,0
4971,0,0.008344293,0
4972,0,0.008551356,0
4973,0,0.008509749,0
4974,0,0.008312279,0
4975,0,0.008349802,0
4976,0,0.008362387,0
4977,0,0.008510702,0
4978,0,0.008538076,0
4979,0,0.008443466,0
4980,0,0.008579052,0
4981,0,0.010444508,0
4982,0,0.010456984,0
4983,0,0.010401365,0
4984,0,0.012135558,0
4985,0,0.012226436,0
4986,0,0.012063509,0
4987,0,0.012050093,0
4988,0,0.01217527,0
4989,0,0.012259083,0
4990,0,0.012304021,0
4991,0,0.0105511695,0
4992,0,0.010478865,0
4993,0,0.010636063,0
4994,0,0.0103695,0
4995,0,0.010367712,0
4996,0,0.010486286,0
4997,0,0.010529369,0
4998,0,0.01059788,0
4999,0,0.010515853,0
5000,0,0.01229952,0
5001,0,0.012167574,0
5002,0,0.012008294,0
5003,0,0.012098331,0
5004,0,0.013670818,1
5005,0,0.013465111,1
5006,0,0.013443892,1
5007,0,0.011739042,0
5008,0,0.011735431,0
5009,0,0.011749768,0
5010,0,0.011798534,0
5011,0,0.010133311,0
5012,0,0.01016371,0
5013,0,0.010155114,0
5014,0,0.008392673,0
5015,0,0.008367445,0
5016,1,0.008365793,0
5017,1,0.008533321,0
5018,1,0.008292878,0
5019,1,0.008190376,0
5020,1,0.008128105,0
5021,1,0.008162537,0
5022,1,0.008097391,0
5023,1,0.007908993,0
5024,1,0.007970728,0
5025,1,0.007966052,0
5026,1,0.007887034,0
5027,1,0.007844604,0
5028,1,0.007839187,0
5029,1,0.0079011675,0
5030,1,0.005879441,0
5031,1,0.0059526386,0
5032,1,0.0059940238,0
5033,1,0.0059442823,0
5034,1,0.0038991624,0
5035,1,0.003964792,0
5036,1,0.004006735,0
5037,1,0.004143461,0
5038,1,0.004210991,0
5039,1,0.004148678,0
5040,1,0.003936572,0
5041,1,0.0038141178,0
5042,1,0.0038051028,0
5043,1,0.0038421645,0
5044,1,0.0038862529,0
5045,1,0.0037426688,0
5046,1,0.003924307,0
5047,1,0.003753178,0
5048,1,0.0038908438,0
5049,1,0.0039101057,0
5050,1,0.0039988765,0
5051,1,0.0040027504,0
5052,1,0.004096406,0
5053,1,0.0040883957,0
5054,1,0.0040387507,0
5055,1,0.0040232795,0
5056,1,0.003988211,0
5057,1,0.004063976,0
5058,1,0.004099134,0
5059,1,0.004141475,0
5060,1,0.0043064845,0
5061,1,0.004414001,0
5062,1,0.004316309,0
5063,1,0.0043254104,0
5064,1,0.004497756,0
5065,1,0.0043999273,0
5066,1,0.0043997965,0
5067,1,0.004400514,0
5068,1,0.0043487516,0
5069,1,0.0044133565,0
5070,1,0.004456903,0
5071,1,0.0043744002,0
5072,1,0.0045423256,0
5073,1,0.0045336755,0
5074,1,0.0045780702,0
5075,1,0.004802408,0
5076,1,0.004590125,0
5077,1,0.0045612673,0
5078,1,0.0044768825,0
5079,1,0.004582129,0
5080,1,0.004568929,0
5081,1,0.0047280747,0
5082,1,0.004878284,0
5083,1,0.0050421264,0
5084,1,0.0048886677,0
5085,1,0.0049639214,0
5086,1,0.004950854,0
5087,1,0.004789009,0
5088,1,0.004736842,0
5089,1,0.004618525,0
5090,1,0.004772335,0
5091,1,0.004973023,0
5092,1,0.004934473,0
5093,1,0.0049419664,0
5094,1,0.004916422,0
5095,1,0.0049855392,0
5096,1,0.005209225,0
5097,1,0.005413459,0
5098,1,0.0056335037,0
5099,1,0.0056621954,0
5100,1,0.005720022,0
5101,1,0.005579874,0
5102,1,0.005832228,0
5103,1,0.00595459,0
5104,1,0.0063661034,0
5105,1,0.0067084352,0
5106,1,0.007040202,0
5107,1,0.007116091,0
5108,1,0.0071429256,0
5109,1,0.0076546622,0
5110,1,0.008079307,0
5111,1,0.008622231,0
5112,1,0.00898792,0
5113,1,0.009578969,0
5114,1,0.010039871,0
5115,1,0.01080405,0
5116,1,0.012073631,0
5117,0,0.0064020865,0
5118,0,0.006452209,0
5119,0,0.008440839,0
5120,0,0.00849769,0
5121,0,0.008385905,0
5122,0,0.008457379,0
5123,0,0.00852466,0
5124,0,0.008565823,0
5125,0,0.008591657,0
5126,0,0.00857236,0
5127,0,0.01026932,0
5128,0,0.011980319,0
5129,0,0.012042987,0
5130,0,0.012045303,0
5131,0,0.012047282,0
5132,0,0.012082956,0
5133,0,0.012206622,0
5134,0,0.013791154,1
5135,0,0.013686879,1
5136,0,0.013781908,1
5137,0,0.015108176,1
5138,0,0.015082052,1
5139,0,0.015138303,1
5140,0,0.0151766315,1
5141,0,0.015169726,1
5142,0,0.015178621,1
5143,0,0.015075842,1
5144,0,0.015052986,1
5145,0,0.015183615,1
5146,0,0.0135810245,1
5147,0,0.013439908,1
5148,0,0.014891926,1
5149,0,0.013447628,1
5150,0,0.013448504,1
5151,0,0.0149186645,1
5152,0,0.01477146,1
5153,0,0.01463725,1
5154,0,0.014557934,1
5155,0,0.014699331,1
5156,0,0.014841381,1
5157,0,0.0133838635,1
5158,0,0.011921203,0
5159,0,0.01191393,0
5160,0,0.011851993,0
5161,0,0.011799202,0
5162,0,0.011887323,0
5163,0,0.011840403,0
5164,0,0.010082434,0
5165,0,0.009995088,0
5166,0,0.009841607,0
5167,0,0.0079869395,0
5168,0,0.008054248,0
5169,0,0.009878311,0
5170,0,0.009862563,0
5171,0,0.009844816,0
5172,0,0.009783726,0
5173,0,0.009850222,0
5174,0,0.009744488,0
5175,0,0.009768283,0
5176,0,0.009770012,0
5177,0,0.009864712,0
5178,0,0.008084214,0
5179,0,0.008200911,0
5180,0,0.008182194,0
5181,0,0.0061417026,0
5182,0,0.0061641834,0
5183,0,0.0063233497,0
5184,0,0.006307056,0
5185,0,0.0061620926,0
5186,0,0.006132772,0
5187,0,0.006128924,0
5188,0,0.008007949,0
5189,0,0.008002186,0
5190,0,0.007928104,0
5191,0,0.007998617,0
5192,0,0.0097655915,0
5193,0,0.009798499,0
5194,0,0.009789521,0
5195,0,0.009886642,0
5196,0,0.0099634705,0
5197,0,0.009967859,0
5198,0,0.009997415,0
5199,0,0.008085901,0
5200,0,0.008163677,0
5201,0,0.00830016,0
5202,0,0.0084066065,0
5203,0,0.00843394,0
5204,0,0.008378536,0
5205,0,0.008309909,0
5206,0,0.00841028,0
5207,0,0.00844166,0
5208,0,0.008440925,0
5209,0,0.008352296,0
5210,0,0.008337437,0
5211,0,0.008366524,0
5212,0,0.008444831,0
5213,0,0.008494374,0
5214,0,0.008585834,0
5215,0,0.008603932,0
5216,0,0.010489964,0
5217,0,0.01220153,0
5218,0,0.010588175,0
5219,0,0.010566171,0
5220,0,0.010544368,0
5221,1,0.010555029,0
5222,1,0.008901272,0
5223,1,0.008958056,0
5224,1,0.0090612,0
5225,1,0.009010326,0
5226,1,0.009014119,0
5227,1,0.00910411,0
5228,1,0.009221206,0
5229,1,0.009114739,0
5230,1,0.008954737,0
5231,1,0.008792613,0
5232,1,0.008722368,0
5233,1,0.008598449,0
5234,1,0.008703258,0
5235,1,0.008797412,0
5236,1,0.008831998,0
5237,1,0.008570789,0
5238,1,0.010482387,0
5239,1,0.010390044,0
5240,1,0.010353873,0
5241,1,0.010221318,0
5242,1,0.010126622,0
5243,1,0.009912413,0
5244,1,0.009960718,0
5245,1,0.009988397,0
5246,1,0.0080906395,0
5247,1,0.006120735,0
5248,1,0.006174143,0
5249,1,0.0062337746,0
5250,1,0.0061923135,0
5251,1,0.0061509875,0
5252,1,0.0059625553,0
5253,1,0.0059504583,0
5254,1,0.006291145,0
5255,1,0.0063021025,0
5256,1,0.0064304853,0
5257,1,0.0064529283,0
5258,1,0.0063125547,0
5259,1,0.00651398,0
5260,1,0.0065095313,0
5261,1,0.006438898,0
5262,1,0.0065124915,0
5263,1,0.0068145087,0
5264,1,0.0068788514,0
5265,1,0.006926335,0
5266,1,0.006891803,0
5267,1,0.006849037,0
5268,1,0.0047341995,0
5269,1,0.00479484,0
5270,1,0.004816689,0
5271,1,0.0048801126,0
5272,1,0.004935979,0
5273,1,0.0050048665,0
5274,1,0.0050343843,0
5275,1,0.0052266917,0
5276,1,0.005330388,0
5277,1,0.0054098344,0
5278,1,0.00532611,0
5279,1,0.005195429,0
5280,1,0.005259008,0
5281,1,0.0051992317,0
5282,1,0.005082353,0
5283,1,0.005095293,0
5284,1,0.004867419,0
5285,1,0.0047901864,0
5286,1,0.004717915,0
5287,1,0.004828383,0
5288,1,0.005083593,0
5289,1,0.005028587,0
5290,1,0.0051114336,0
5291,1,0.0050961194,0
5292,1,0.005293386,0
5293,1,0.005286895,0
5294,1,0.0053102006,0
5295,1,0.005415268,0
5296,1,0.005352177,0
5297,1,0.0053642816,0
5298,1,0.0057413536,0
5299,1,0.0058177016,0
5300,1,0.005756158,0
5301,1,0.0058558444,0
5302,1,0.006151744,0
5303,1,0.0061120233,0
5304,1,0.00607565,0
5305,1,0.006273439,0
5306,1,0.0064375643,0
5307,1,0.0066755316,0
5308,1,0.00721351,0
5309,1,0.0071998313,0
5310,1,0.007731493,0
5311,1,0.008214358,0
5312,1,0.008516026,0
5313,1,0.008968175,0
5314,1,0.0095411725,0
5315,1,0.010005585,0
5316,1,0.010989295,0
5317,1,0.011667457,0
5318,1,0.012431643,1
5319,1,0.013227009,1
5320,1,0.013803082,1
5321,1,0.014707142,1
5322,0,0.004192332,0
5323,0,0.0041904994,0
5324,0,0.004254106,0
5325,0,0.004385479,0
5326,0,0.0043282816,0
5327,0,0.004329931,0
5328,0,0.0046094884,0
5329,0,0.004570023,0
5330,0,0.004598943,0
5331,0,0.0046576764,0
5332,0,0.004610118,0
5333,0,0.004498166,0
5334,0,0.004496252,0
5335,0,0.0044822423,0
5336,0,0.004481081,0
5337,0,0.0044651767,0
5338,0,0.004438304,0
5339,0,0.004391159,0
5340,0,0.0043516024,0
5341,0,0.0043415674,0
5342,0,0.004277379,0
5343,0,0.003973018,0
5344,0,0.0039562406,0
5345,0,0.0040726145,0
5346,0,0.004060106,0
5347,0,0.0041083116,0
5348,0,0.00391764,0
5349,0,0.0038189774,0
5350,0,0.0037375106,0
5351,0,0.003896772,0
5352,0,0.003769103,0
5353,0,0.0038534147,0
5354,0,0.0038463604,0
5355,0,0.0037277609,0
5356,0,0.0038167897,0
5357,0,0.0039514787,0
5358,0,0.0038065373,0
5359,0,0.0038164526,0
5360,0,0.0038090665,0
5361,0,0.00378048,0
5362,0,0.0038402297,0
5363,0,0.00395589,0
5364,0,0.004116852,0
5365,0,0.0040730564,0
5366,0,0.0040285992,0
5367,0,0.004013282,0
5368,0,0.0040839547,0
5369,0,0.0040375707,0
5370,0,0.004129597,0
5371,0,0.0041204076,0
5372,0,0.004107677,0
5373,0,0.0041510877,0
5374,0,0.0041381437,0
5375,0,0.0040384387,0
5376,0,0.0041057803,0
5377,0,0.004104335,0
5378,0,0.004128179,0
5379,0,0.0041435114,0
5380,0,0.004242527,0
5381,0,0.004182197,0
5382,0,0.0043135146,0
5383,1,0.004299621,0
5384,1,0.004297872,0
5385,1,0.004430848,0
5386,1,0.004335099,0
5387,1,0.004214503,0
5388,1,0.004165623,0
5389,1,0.0041156956,0
5390,1,0.004154879,0
5391,1,0.004173896,0
5392,1,0.004130778,0
5393,1,0.0040288433,0
5394,1,0.0038651556,0
5395,1,0.0039161067,0
5396,1,0.0038901467,0
5397,1,0.0038913093,0
5398,1,0.0037892947,0
5399,1,0.0038070004,0
5400,1,0.003841475,0
5401,1,0.003921647,0
5402,1,0.003937698,0
5403,1,0.0040252884,0
5404,1,0.003936945,0
5405,1,0.0038362404,0
5406,1,0.0037868887,0
5407,1,0.0037992739,0
5408,1,0.0038590373,0
5409,1,0.00385073,0
5410,1,0.003926187,0
5411,1,0.0038696174,0
5412,1,0.0037080473,0
5413,1,0.0038415538,0
5414,1,0.003750177,0
5415,1,0.0036839906,0
5416,1,0.0036788613,0
5417,1,0.0037083211,0
5418,1,0.0036788231,0
5419,1,0.003736597,0
5420,1,0.003747945,0
5421,1,0.0037082678,0
5422,1,0.0037693998,0
5423,1,0.0038611249,0
5424,1,0.0038570315,0
5425,1,0.0039480077,0
5426,1,0.004096747,0
5427,1,0.004220292,0
5428,1,0.00440683,0
5429,1,0.0043522255,0
5430,1,0.004294495,0
5431,1,0.004137388,0
5432,1,0.0040845424,0
5433,1,0.0040371786,0
5434,1,0.0042331903,0
5435,1,0.004438606,0
5436,1,0.0044662007,0
5437,1,0.004578632,0
5438,1,0.0046012006,0
5439,1,0.0046013035,0
5440,1,0.004468848,0
5441,1,0.0045437906,0
5442,1,0.0045763697,0
5443,1,0.0044530015,0
5444,1,0.0045547173,0
5445,1,0.0046935794,0
5446,1,0.0048446,0
5447,1,0.004921261,0
5448,1,0.0049484796,0
5449,1,0.0049215714,0
5450,1,0.005113102,0
5451,1,0.005484535,0
5452,1,0.0056397663,0
5453,1,0.00595996,0
5454,1,0.006141789,0
5455,1,0.006420861,0
5456,1,0.006382044,0
5457,1,0.006501046,0
5458,1,0.006616034,0
5459,1,0.007054819,0
5460,1,0.0073039415,0
5461,1,0.007682663,0
5462,1,0.007902501,0
5463,1,0.008039305,0
5464,1,0.0082704155,0
5465,1,0.00875838,0
5466,1,0.00919935,0
5467,1,0.00936761,0
5468,1,0.009551147,0
5469,1,0.010221716,0
5470,1,0.010894971,0
5471,1,0.011558385,0
5472,1,0.012026663,0
5473,1,0.01280182,1
5474,1,0.013255087,1
5475,1,0.013457439,1
5476,1,0.01392557,1
5477,1,0.014503861,1
5478,1,0.015174431,1
5479,1,0.015843023,1
5480,1,0.016314108,1
5481,1,0.016566016,1
5482,1,0.017546061,1
5483,1,0.018425705,1
5484,0,0.018091062,1
5485,0,0.01824939,1
5486,0,0.017029487,1
5487,0,0.017897362,1
5488,0,0.017978884,1
5489,0,0.018123098,1
5490,0,0.018302197,1
5491,0,0.017180653,1
5492,0,0.017254135,1
5493,0,0.017479612,1
5494,0,0.017641028,1
5495,0,0.016190968,1
5496,0,0.016195878,1
5497,0,0.016204974,1
5498,0,0.01629253,1
5499,0,0.01488596,1
5500,0,0.015950529,1
5501,0,0.016016869,1
5502,0,0.014794402,1
5503,0,0.0133685265,1
5504,0,0.011787034,0
5505,0,0.011732931,0
5506,0,0.011766779,0
5507,0,0.0132973,1
5508,0,0.014555898,1
5509,0,0.014611558,1
5510,0,0.014693956,1
5511,0,0.013314217,1
5512,0,0.013300946,1
5513,0,0.011730092,0
5514,0,0.011824435,0
5515,0,0.011779455,0
5516,0,0.01188808,0
5517,0,0.011879076,0
5518,0,0.011865773,0
5519,0,0.011868772,0
5520,0,0.011900778,0
5521,0,0.011933039,0
5522,0,0.011882081,0
5523,0,0.011774104,0
5524,0,0.011767273,0
5525,0,0.011758994,0
5526,0,0.01172293,0
5527,0,0.011733477,0
5528,0,0.011737237,0
5529,0,0.011807503,0
5530,0,0.010098433,0
5531,0,0.0119500505,0
5532,0,0.011937791,0
5533,0,0.011950819,0
5534,0,0.011935887,0
5535,0,0.011799497,0
5536,0,0.011832205,0
5537,0,0.010290869,0
5538,0,0.008577487,0
5539,0,0.008589695,0
5540,0,0.008641313,0
5541,0,0.008445742,0
5542,0,0.008483357,0
5543,0,0.008493003,0
5544,0,0.008505524,0
5545,0,0.008742524,0
5546,0,0.008755677,0
5547,0,0.0068924464,0
5548,0,0.006867528,0
5549,0,0.0067902724,0
5550,0,0.0067661973,0
5551,0,0.006666084,0
5552,0,0.006659868,0
5553,0,0.006527879,0
5554,1,0.0065614753,0
5555,1,0.006682915,0
5556,1,0.0067137512,0
5557,1,0.008818149,0
5558,1,0.009000863,0
5559,1,0.009163073,0
5560,1,0.011208967,0
5561,1,0.009234666,0
5562,1,0.009118877,0
5563,1,0.009202512,0
5564,1,0.009152341,0
5565,1,0.009117279,0
5566,1,0.008980879,0
5567,1,0.008774999,0
5568,1,0.008635667,0
5569,1,0.008671212,0
5570,1,0.008608732,0
5571,1,0.0086798025,0
5572,1,0.008674488,0
5573,1,0.008819702,0
5574,1,0.008858534,0
5575,1,0.008832193,0
5576,1,0.008943565,0
5577,1,0.008972529,0
5578,1,0.009061218,0
5579,1,0.008977458,0
5580,1,0.008928592,0
5581,1,0.008866708,0
5582,1,0.008792811,0
5583,1,0.008919317,0
5584,1,0.008881751,0
5585,1,0.008925705,0
5586,1,0.008999638,0
5587,1,0.0069173817,0
5588,1,0.006892953,0
5589,1,0.0067300196,0
5590,1,0.004436353,0
5591,1,0.0044207238,0
5592,1,0.004571327,0
5593,1,0.0045060213,0
5594,1,0.004563147,0
5595,1,0.004829536,0
5596,1,0.004999077,0
5597,1,0.0048553497,0
5598,1,0.007236367,0
5599,1,0.0072851884,0
5600,1,0.0072186557,0
5601,1,0.0073555526,0
5602,1,0.0074191797,0
5603,1,0.007630327,0
5604,1,0.007559235,0
5605,1,0.007378295,0
5606,1,0.0073273275,0
5607,1,0.0072736177,0
5608,1,0.007243469,0
5609,1,0.0075096907,0
5610,1,0.0072495807,0
5611,1,0.0072534317,0
5612,1,0.0073865266,0
5613,1,0.0074202092,0
5614,1,0.007317668,0
5615,1,0.007185107,0
5616,1,0.007071963,0
5617,1,0.0071291537,0
5618,1,0.0071304217,0
5619,1,0.007449915,0
5620,1,0.0073775738,0
5621,1,0.0075803176,0
5622,1,0.0074349483,0
5623,1,0.007275873,0
5624,1,0.0074789757,0
5625,1,0.007285898,0
5626,1,0.007097492,0
